year,title,budget,domgross,intgross,code,budget_2013,domgross_2013,intgross_2013,rated,response,language,country,writer,metascore,imdb_rating,director,released_day,released_month,released,actors,genre,awards,runtime,type,imdb_votes,released_year,Budget,Domestic,International
1997,Volcano,90000000,47546796.0,120100000.0,1997PASS,130611431,69001723.0,174293699.0,PG-13,True,"English, Spanish, German",USA,"Jerome Armstrong (story), Jerome Armstrong (screenplay), Billy Ray (screenplay)",55.0,5.4,Mick Jackson,25,April,1997-04-25,"Tommy Lee Jones, Anne Heche, Gaby Hoffmann, Don Cheadle",Action,1 win & 1 nomination.,104 min,movie,"47,173",1997,90,47,120
1996,August,3400000,12636.0,12636.0,1996FAIL,5049561,18767.0,18767.0,PG,True,English,UK,"Anton Chekhov (play), Julian Mitchell",,6.0,Anthony Hopkins,19,April,1996-04-19,"Anthony Hopkins, Leslie Phillips, Kate Burton, Gawn Grainger",Comedy,1 win.,94 min,movie,548,1996,3,0,0
1996,Bound,4500000,3802260.0,7011317.0,1996PASS,6683242,5646983.0,10412962.0,R,True,English,USA,"Andy Wachowski, Lana Wachowski",61.0,7.5,"Andy Wachowski, Lana Wachowski",4,October,1996-10-04,"Jennifer Tilly, Gina Gershon, Joe Pantoliano, John P. Ryan",Crime,6 wins & 10 nominations.,108 min,movie,"34,360",1996,4,3,7
1996,Broken Arrow,65000000,70645997.0,148345997.0,1996FAIL,96535720,104920957.0,220318272.0,R,True,English,USA,Graham Yost,61.0,5.9,John Woo,9,February,1996-02-09,"John Travolta, Christian Slater, Samantha Mathis, Delroy Lindo",Action,1 win & 3 nominations.,108 min,movie,"66,094",1996,65,70,148
1996,Chain Reaction,55000000,21226204.0,60209334.0,1996FAIL,81684071,31524414.0,89420791.0,PG-13,True,English,USA,"Arne Schmidt (story), Rick Seaman (story), Josh Friedman (story), J.F. Lawton (screenplay), Michael Bortman (screenplay)",,5.5,Andrew Davis,2,August,1996-08-02,"Keanu Reeves, Morgan Freeman, Rachel Weisz, Fred Ward",Action,1 nomination.,107 min,movie,"33,890",1996,55,21,60
1996,DragonHeart,57000000,51364680.0,104364680.0,1996FAIL,84654401,76285021.0,154998762.0,PG-13,True,English,USA,"Patrick Read Johnson (story), Charles Edward Pogue (story), Charles Edward Pogue (screenplay)",,6.4,Rob Cohen,31,May,1996-05-31,"Dennis Quaid, David Thewlis, Pete Postlethwaite, Dina Meyer",Action,Nominated for 1 Oscar. Another 2 wins & 5 nominations.,103 min,movie,"66,255",1996,57,51,104
1996,Emma,5900000,22231658.0,37831658.0,1996PASS,8762473,33017679.0,56186252.0,PG,True,English,UK,"Jane Austen (novel), Douglas McGrath (screenplay)",66.0,6.9,Douglas McGrath,2,August,1996-08-02,"Gwyneth Paltrow, James Cosmo, Greta Scacchi, Alan Cumming",Comedy,Won 1 Oscar. Another 2 wins & 4 nominations.,121 min,movie,"21,799",1996,5,22,37
1996,Escape from L.A.,50000000,25426861.0,25426861.0,1996FAIL,74258246,37763082.0,37763082.0,R,True,English,USA,"John Carpenter (characters), Nick Castle (characters), John Carpenter, Debra Hill, Kurt Russell",,5.6,John Carpenter,9,August,1996-08-09,"Kurt Russell, Steve Buscemi, Peter Fonda, Cliff Robertson",Action,2 nominations.,101 min,movie,"41,442",1996,50,25,25
1996,Eye for an Eye,20000000,26792700.0,26792700.0,1996PASS,29703299,39791578.0,39791578.0,R,True,"English, French, Spanish, Korean",USA,"Erika Holzer (novel), Amanda Silver (screenplay), Rick Jaffa (screenplay)",,6.1,John Schlesinger,12,January,1996-01-12,"Sally Field, Ed Harris, Olivia Burnette, Alexandra Kyle",Crime,,101 min,movie,"7,661",1996,20,26,26
1996,Fargo,7000000,24567751.0,51204567.0,1996PASS,10396154,36487162.0,76047227.0,R,True,English,USA,"Ethan Coen, Joel Coen",85.0,8.2,"Joel Coen, Ethan Coen",5,April,1996-04-05,"William H. Macy, Steve Buscemi, Peter Stormare, Kristin Rudrüd",Crime,Won 2 Oscars. Another 60 wins & 32 nominations.,98 min,movie,"3,09,702",1996,7,24,51
1996,Freeway,3000000,295493.0,295493.0,1996PASS,4455495,438856.0,438856.0,R,True,English,USA,Matthew Bright,61.0,6.9,Matthew Bright,3,September,1997-09-03,"Kiefer Sutherland, Reese Witherspoon, Bokeem Woodbine, Paul Perri",Comedy,6 wins & 4 nominations.,110 min,movie,"19,780",1997,3,0,0
1996,From Dusk Till Dawn,20000000,25728961.0,25728961.0,1996FAIL,29703299,38211750.0,38211750.0,R,True,"English, Spanish",USA,"Robert Kurtzman (story), Quentin Tarantino (screenplay)",52.0,7.3,Robert Rodriguez,19,January,1996-01-19,"George Clooney, Quentin Tarantino, Harvey Keitel, Juliette Lewis",Action,4 wins & 8 nominations.,108 min,movie,"1,64,022",1996,20,25,25
1996,Hamlet,2000000,1577287.0,2419669.0,1996FAIL,2970330,2342531.0,3593608.0,PG-13,True,English,UK,"William Shakespeare (play), Kenneth Branagh (screenplay)",,7.9,Kenneth Branagh,25,December,1996-12-25,"Riz Abbasi, Richard Attenborough, David Blair, Brian Blessed",Drama,Nominated for 4 Oscars. Another 6 wins & 12 nominations.,242 min,movie,"26,347",1996,2,1,2
1996,Harriet the Spy,13000000,26570048.0,26570048.0,1996PASS,19307144,39460903.0,39460903.0,PG,True,English,USA,"Louise Fitzhugh (novel), Greg Taylor (adaptation), Julie Talen (adaptation), Douglas Petrie (screenplay), Theresa Rebeck (screenplay)",,5.9,Bronwen Hughes,10,July,1996-07-10,"Michelle Trachtenberg, Gregory Smith, Vanessa Lee Chester, Rosie O'Donnell",Family,3 wins & 2 nominations.,100 min,movie,"6,518",1996,13,26,26
1996,Independence Day,75000000,306169255.0,817400878.0,1996PASS,111387369,454711839.0,1213975115.0,PG-13,True,English,USA,"Dean Devlin, Roland Emmerich",59.0,6.9,Roland Emmerich,3,July,1996-07-03,"Will Smith, Bill Pullman, Jeff Goldblum, Mary McDonnell",Action,Won 1 Oscar. Another 26 wins & 22 nominations.,145 min,movie,"3,26,834",1996,75,306,817
1996,Jingle All the Way,60000000,60592389.0,129832389.0,1996FAIL,89109896,89989691.0,192822510.0,PG,True,English,USA,Randy Kornfield,,5.3,Brian Levant,22,November,1996-11-22,"Arnold Schwarzenegger, Sinbad, Phil Hartman, Rita Wilson",Comedy,2 wins & 1 nomination.,89 min,movie,"53,969",1996,60,60,129
1996,Kingpin,25000000,25023424.0,32223424.0,1996FAIL,37129123,37163912.0,47857099.0,PG-13,True,English,USA,"Barry Fanaro, Mort Nathan",43.0,6.9,"Bobby Farrelly, Peter Farrelly",26,July,1996-07-26,"Woody Harrelson, Randy Quaid, Vanessa Angel, Bill Murray",Comedy,,113 min,movie,"51,644",1996,25,25,32
1996,Love and Other Catastrophes,250000,212285.0,743216.0,1996PASS,371291,315278.0,1103798.0,R,True,English,Australia,"Stavros Kazantzidis (story), Yael Bergman (screenplay), Emma-Kate Croghan (screenplay), Helen Bandis (screenplay)",,6.4,Emma-Kate Croghan,28,March,1997-03-28,"Matt Day, Matthew Dyktynski, Alice Garner, Frances O'Connor",Comedy,1 win & 5 nominations.,78 min,movie,"1,638",1997,0,0,0
1996,Mars Attacks!,80000000,37771017.0,101371017.0,1996PASS,118813194,56096190.0,150552679.0,PG-13,True,"English, French",USA,"Len Brown (trading card series), Woody Gelman (trading card series), Wally Wood (trading card series), Bob Powell (trading card series), Norman Saunders (trading card series), Jonathan Gems (screen story), Jonathan Gems (screenplay)",52.0,6.3,Tim Burton,13,December,1996-12-13,"Jack Nicholson, Glenn Close, Annette Bening, Pierce Brosnan",Comedy,2 wins & 14 nominations.,106 min,movie,"1,37,730",1996,80,37,101
1996,Mission: Impossible,80000000,180981886.0,457697994.0,1996FAIL,118813194,268787949.0,679757008.0,PG-13,True,"English, French, Czech",USA,"Bruce Geller (television series), David Koepp (story), Steven Zaillian (story), David Koepp (screenplay), Robert Towne (screenplay)",60.0,7.0,Brian De Palma,22,May,1996-05-22,"Tom Cruise, Jon Voight, Emmanuelle Béart, Henry Czerny",Action,3 wins & 6 nominations.,110 min,movie,"2,17,631",1996,80,180,457
1996,Romeo + Juliet,14500000,46338728.0,147542381.0,1996FAIL,21534891,68820654.0,219124769.0,PG-13,True,English,USA,"William Shakespeare (play), Craig Pearce (screenplay), Baz Luhrmann (screenplay)",60.0,6.9,Baz Luhrmann,1,November,1996-11-01,"Leonardo DiCaprio, Claire Danes, John Leguizamo, Harold Perrineau",Drama,Nominated for 1 Oscar. Another 13 wins & 20 nominations.,120 min,movie,"1,28,640",1996,14,46,147
1996,Scream,15000000,103046663.0,173046663.0,1996PASS,22277474,153041290.0,257002834.0,R,True,English,USA,Kevin Williamson,65.0,7.2,Wes Craven,20,December,1996-12-20,"Drew Barrymore, Roger Jackson, Kevin Patrick Walls, David Booth",Crime,7 wins & 4 nominations.,111 min,movie,"1,74,957",1996,15,103,173
1996,Set It Off,9000000,36049108.0,36049108.0,1996PASS,13366484,53538871.0,53538871.0,R,True,English,USA,"Takashi Bufford (story), Takashi Bufford (screenplay), Kate Lanier (screenplay)",,6.7,F. Gary Gray,6,November,1996-11-06,"Jada Pinkett Smith, Queen Latifah, Vivica A. Fox, Kimberly Elise",Action,5 wins & 5 nominations.,123 min,movie,"7,749",1996,9,36,36
1996,Space Jam,80000000,90463534.0,250200000.0,1996FAIL,118813194,134353268.0,371588265.0,PG,True,English,USA,"Leo Benvenuti, Steve Rudnick, Timothy Harris, Herschel Weingrod",,6.1,Joe Pytka,15,November,1996-11-15,"Michael Jordan, Wayne Knight, Theresa Randle, Manner Washington",Animation,5 wins & 6 nominations.,88 min,movie,"75,629",1996,80,90,250
1996,Spy Hard,18000000,26936265.0,26936265.0,1996FAIL,26732969,40004796.0,40004796.0,PG-13,True,"English, French, Spanish",USA,"Jason Friedberg (story), Aaron Seltzer (story), Rick Friedberg (screenplay), Dick Chudnow (screenplay), Jason Friedberg (screenplay), Aaron Seltzer (screenplay)",25.0,5.2,Rick Friedberg,24,May,1996-05-24,"Leslie Nielsen, Nicollette Sheridan, Charles Durning, Marcia Gay Harden",Comedy,,81 min,movie,"23,775",1996,18,26,26
1996,Star Trek: First Contact,46000000,92027888.0,150000000.0,1996PASS,68317587,136676591.0,222774739.0,PG-13,True,English,USA,"Gene Roddenberry (television series Star Trek), Rick Berman (story), Brannon Braga (story), Ronald D. Moore (story), Brannon Braga (screenplay), Ronald D. Moore (screenplay)",71.0,7.6,Jonathan Frakes,22,November,1996-11-22,"Patrick Stewart, Jonathan Frakes, Brent Spiner, LeVar Burton",Action,Nominated for 1 Oscar. Another 4 wins & 12 nominations.,111 min,movie,"83,055",1996,46,92,150
1996,Striptease,50000000,33109743.0,113309743.0,1996FAIL,74258246,49173429.0,168283656.0,R,True,English,USA,"Carl Hiaasen (book), Andrew Bergman (screenplay)",,4.2,Andrew Bergman,28,June,1996-06-28,"Demi Moore, Burt Reynolds, Armand Assante, Ving Rhames",Crime,6 wins & 2 nominations.,115 min,movie,"29,083",1996,50,33,113
1996,That Thing You Do!,2500000,25857416.0,34557416.0,1996PASS,3712912,38402527.0,51323462.0,PG,True,English,USA,Tom Hanks,71.0,6.8,Tom Hanks,4,October,1996-10-04,"Tom Everett Scott, Liv Tyler, Johnathon Schaech, Steve Zahn",Comedy,Nominated for 1 Oscar. Another 3 wins & 3 nominations.,108 min,movie,"42,182",1996,2,25,34
1996,The Cable Guy,47000000,60240295.0,102825796.0,1996FAIL,69802752,89466773.0,152713266.0,PG-13,True,"English, French",USA,Lou Holtz Jr.,,6.0,Ben Stiller,14,June,1996-06-14,"Jim Carrey, Matthew Broderick, Leslie Mann, Jack Black",Comedy,3 wins & 1 nomination.,96 min,movie,"94,492",1996,47,60,102
1996,The Craft,15000000,24769466.0,55669466.0,1996PASS,22277474,36786742.0,82678338.0,R,True,"English, French",USA,"Peter Filardi (story), Peter Filardi (screenplay), Andrew Fleming (screenplay)",,6.2,Andrew Fleming,3,May,1996-05-03,"Robin Tunney, Fairuza Balk, Neve Campbell, Rachel True",Drama,1 win & 2 nominations.,101 min,movie,"44,558",1996,15,24,55
1996,The English Patient,35000000,78716374.0,231716374.0,1996PASS,51980772,116906798.0,344137032.0,R,True,"English, German, Italian, Arabic",USA,"Michael Ondaatje (novel), Anthony Minghella (screenplay)",87.0,7.4,Anthony Minghella,6,December,1996-12-06,"Ralph Fiennes, Juliette Binoche, Willem Dafoe, Kristin Scott Thomas",Drama,Won 9 Oscars. Another 47 wins & 39 nominations.,162 min,movie,"1,10,308",1996,35,78,231
1996,The Fan,55000000,18582965.0,18582965.0,1996FAIL,81684071,27598768.0,27598768.0,R,True,"English, Spanish",USA,"Peter Abrahams (book), Phoef Sutton (screenplay)",32.0,5.8,Tony Scott,16,August,1996-08-16,"Robert De Niro, Wesley Snipes, Ellen Barkin, John Leguizamo",Drama,1 win & 3 nominations.,116 min,movie,"32,494",1996,55,18,18
1996,The First Wives Club,30000000,105489203.0,181489203.0,1996PASS,44554948,156668864.0,269541399.0,PG,True,English,USA,"Olivia Goldsmith (novel), Robert Harling (screenplay)",58.0,6.1,Hugh Wilson,20,September,1996-09-20,"Goldie Hawn, Bette Midler, Diane Keaton, Maggie Smith",Comedy,Nominated for 1 Oscar. Another 3 wins & 3 nominations.,103 min,movie,"25,340",1996,30,105,181
1996,The Glimmer Man,45000000,20404841.0,36404841.0,1996FAIL,66832422,30304554.0,54067193.0,R,True,English,USA,Kevin Brodbin,,5.3,John Gray,4,October,1996-10-04,"Steven Seagal, Keenen Ivory Wayans, Bob Gunton, Brian Cox",Action,,91 min,movie,"12,859",1996,45,20,36
1996,The Hunchback of Notre Dame,100000000,100138851.0,325500000.0,1996FAIL,148516493,148722709.0,483421183.0,G,True,"English, Latin",USA,"Geefwee Boedoe (story), Tab Murphy (animation screenplay), Irene Mecchi (animation screenplay), Bob Tzudiker (animation screenplay), Noni White (animation screenplay), Jonathan Roberts (animation screenplay), Tab Murphy (animation story), Victor Hugo (novel), Sue C. Nichols (story), Christine Blum (story), Gaëtan Brizzi (story), Paul Brizzi (story), Jim Capobianco (story), Brenda Chapman (story), Francis Glebas (story), Ed Gombert (story), Kirk Hanson (story), Kevin Harkey (story), Burny Mattinson (story), Floyd Norman (story), Denis Rich (story), Jeff Snow (story), Kelly Wightman (story), James Fujii (story), John Sanford (story)",,6.8,"Gary Trousdale, Kirk Wise",21,June,1996-06-21,"Jason Alexander, Mary Kay Bergman, Corey Burton, Jim Cummings",Animation,Nominated for 1 Oscar. Another 7 wins & 16 nominations.,91 min,movie,"66,268",1996,100,100,325
1996,The Long Kiss Goodnight,65000000,33447612.0,33447612.0,1996FAIL,96535720,49675220.0,49675220.0,R,True,English,USA,Shane Black,44.0,6.7,Renny Harlin,11,October,1996-10-11,"Geena Davis, Samuel L. Jackson, Yvonne Zima, Craig Bierko",Action,3 nominations.,121 min,movie,"50,562",1996,65,33,33
1996,The Mirror Has Two Faces,42000000,41267469.0,41267469.0,1996PASS,62376927,61288998.0,61288998.0,PG-13,True,English,USA,"André Cayatte (screenplay), Gérard Oury (screenplay), Richard LaGravenese (screen story), Richard LaGravenese (screenplay)",,6.4,Barbra Streisand,15,November,1996-11-15,"Barbra Streisand, Jeff Bridges, Lauren Bacall, George Segal",Comedy,Nominated for 2 Oscars. Another 4 wins & 5 nominations.,126 min,movie,"9,489",1996,42,41,41
1996,The Rock,75000000,134069511.0,336069511.0,1996FAIL,111387369,199115335.0,499118651.0,R,True,English,USA,"David Weisberg (story), Douglas Cook (story), David Weisberg (screenplay), Douglas Cook (screenplay), Mark Rosner (screenplay)",59.0,7.4,Michael Bay,7,June,1996-06-07,"Sean Connery, Nicolas Cage, Ed Harris, John Spencer",Action,Nominated for 1 Oscar. Another 7 wins & 7 nominations.,136 min,movie,"2,14,355",1996,75,134,336
1996,Trainspotting,3100000,16501785.0,24000785.0,1996FAIL,4604011,24507872.0,35645124.0,R,True,English,UK,"Irvine Welsh (novel), John Hodge (screenplay)",83.0,8.2,Danny Boyle,19,July,1996-07-19,"Ewan McGregor, Ewen Bremner, Jonny Lee Miller, Kevin McKidd",Crime,Nominated for 1 Oscar. Another 19 wins & 15 nominations.,94 min,movie,"3,44,120",1996,3,16,24
1996,Twister,88000000,241888385.0,495900000.0,1996PASS,130694514,359244145.0,736493287.0,PG-13,True,English,USA,"Michael Crichton, Anne-Marie Martin",68.0,6.2,Jan de Bont,10,May,1996-05-10,"Helen Hunt, Bill Paxton, Cary Elwes, Jami Gertz",Action,Nominated for 2 Oscars. Another 6 wins & 9 nominations.,113 min,movie,"1,20,055",1996,88,241,495
1996,Walking and Talking,1000000,1287480.0,1615787.0,1996PASS,1485165,1912120.0,2399710.0,R,True,English,UK,Nicole Holofcener,67.0,6.8,Nicole Holofcener,17,July,1996-07-17,"Amy Braverman, Miranda Rhyne, Catherine Keener, Anne Heche",Drama,7 nominations.,86 min,movie,"2,320",1996,1,1,1
1995,Apollo 13,65000000,172070496.0,334100000.0,1995PASS,99370665,263057839.0,510765217.0,PG,True,English,USA,"Jim Lovell (book), Jeffrey Kluger (book), William Broyles Jr. (screenplay), Al Reinert (screenplay)",77.0,7.6,Ron Howard,30,June,1995-06-30,"Tom Hanks, Bill Paxton, Kevin Bacon, Gary Sinise",Adventure,Won 2 Oscars. Another 20 wins & 30 nominations.,140 min,movie,"1,64,684",1995,65,172,334
1995,Assassins,50000000,30306268.0,83306268.0,1995FAIL,76438973,46331600.0,127356911.0,R,True,"English, Dutch, Spanish",USA,"Andy Wachowski (story), Lana Wachowski (story), Andy Wachowski (screenplay), Lana Wachowski (screenplay), Brian Helgeland (screenplay)",,6.2,Richard Donner,6,October,1995-10-06,"Sylvester Stallone, Antonio Banderas, Julianne Moore, Anatoli Davydov",Action,1 nomination.,132 min,movie,"49,364",1995,50,30,83
1995,Batman Forever,100000000,184031112.0,336529144.0,1995FAIL,152877946,281342983.0,514478842.0,PG-13,True,English,USA,"Bob Kane (characters), Lee Batchler (story), Janet Scott Batchler (story), Lee Batchler (screenplay), Janet Scott Batchler (screenplay), Akiva Goldsman (screenplay)",51.0,5.4,Joel Schumacher,16,June,1995-06-16,"Val Kilmer, Tommy Lee Jones, Jim Carrey, Nicole Kidman",Action,Nominated for 3 Oscars. Another 9 wins & 17 nominations.,121 min,movie,"1,49,277",1995,100,184,336
1995,Before Sunrise,2500000,5274005.0,5274005.0,1995FAIL,3821949,8062791.0,8062791.0,R,True,"English, German, French",USA,"Richard Linklater, Kim Krizan",77.0,8.1,Richard Linklater,27,January,1995-01-27,"Ethan Hawke, Julie Delpy, Andrea Eckert, Hanno Pöschl",Drama,1 win & 2 nominations.,105 min,movie,"1,17,264",1995,2,5,5
1995,Braveheart,72000000,75545647.0,209000000.0,1995FAIL,110072121,115492633.0,319514907.0,R,True,"English, French, Latin, Scottish Gaelic",USA,Randall Wallace,68.0,8.4,Mel Gibson,24,May,1995-05-24,"James Robinson, Sean Lawlor, Sandy Nelson, James Cosmo",Action,Won 5 Oscars. Another 19 wins & 20 nominations.,177 min,movie,"5,25,145",1995,72,75,209
1995,Casino,52000000,42438300.0,110400000.0,1995FAIL,79496532,64878801.0,168777252.0,R,True,"English, French, Persian",USA,"Nicholas Pileggi (book), Nicholas Pileggi (screenplay), Martin Scorsese (screenplay)",73.0,8.2,Martin Scorsese,22,November,1995-11-22,"Robert De Niro, Sharon Stone, Joe Pesci, James Woods",Biography,Nominated for 1 Oscar. Another 3 wins & 7 nominations.,178 min,movie,"2,36,440",1995,52,42,110
1995,Casper,55000000,100328194.0,282300000.0,1995PASS,84082870,153379682.0,431574441.0,PG,True,English,USA,"Joseph Oriolo (characters), Sherri Stoner, Deanna Oliver",,5.9,Brad Silberling,26,May,1995-05-26,"Chauncey Leopardi, Spencer Vrooman, Malachi Pearson, Cathy Moriarty",Comedy,4 wins & 4 nominations.,100 min,movie,"65,761",1995,55,100,282
1995,Clueless,13700000,56598476.0,56598476.0,1995PASS,20944279,86526587.0,86526587.0,PG-13,True,"English, Spanish",USA,Amy Heckerling,68.0,6.7,Amy Heckerling,19,July,1995-07-19,"Alicia Silverstone, Stacey Dash, Brittany Murphy, Paul Rudd",Comedy,6 wins & 8 nominations.,97 min,movie,"83,183",1995,13,56,56
1995,Congo,50000000,81022333.0,152022333.0,1995FAIL,76438973,123865278.0,232408620.0,PG-13,True,English,USA,"Michael Crichton (novel), John Patrick Shanley (screenplay)",22.0,4.9,Frank Marshall,9,June,1995-06-09,"Laura Linney, Dylan Walsh, Ernie Hudson, Tim Curry",Action,2 wins & 11 nominations.,109 min,movie,"28,565",1995,50,81,152
1995,Copycat,20000000,32051917.0,32051917.0,1995FAIL,30575589,49000312.0,49000312.0,R,True,English,USA,"Ann Biderman, David Madsen",54.0,6.5,Jon Amiel,27,October,1995-10-27,"Sigourney Weaver, Holly Hunter, Dermot Mulroney, William McNamara",Crime,2 wins & 1 nomination.,123 min,movie,"36,172",1995,20,32,32
1995,Die Hard: With a Vengeance,90000000,100012499.0,364480746.0,1995FAIL,137590151,152897054.0,557210677.0,R,True,"English, German, Romanian",USA,"Jonathan Hensleigh, Roderick Thorp (certain original characters)",58.0,7.6,John McTiernan,19,May,1995-05-19,"Bruce Willis, Jeremy Irons, Samuel L. Jackson, Graham Greene",Action,2 wins & 2 nominations.,131 min,movie,"2,32,763",1995,90,100,364
1995,Jumanji,65000000,100458310.0,262758310.0,1995PASS,99370665,153578601.0,401699506.0,PG,True,"English, French",USA,"Jonathan Hensleigh (screenplay), Greg Taylor (screenplay), Jim Strain (screenplay), Greg Taylor (screen story), Jim Strain (screen story), Chris Van Allsburg (screen story), Chris Van Allsburg (book)",39.0,6.7,Joe Johnston,15,December,1995-12-15,"Robin Williams, Jonathan Hyde, Kirsten Dunst, Bradley Pierce",Adventure,4 wins & 8 nominations.,104 min,movie,"1,35,034",1995,65,100,262
1995,Mallrats,6100000,2108367.0,2108367.0,1995FAIL,9325555,3223228.0,3223228.0,R,True,English,USA,Kevin Smith,41.0,7.2,Kevin Smith,20,October,1995-10-20,"Shannen Doherty, Jeremy London, Jason Lee, Claire Forlani",Comedy,,94 min,movie,"82,836",1995,6,2,2
1995,Mortal Kombat,20000000,70433227.0,122133227.0,1995FAIL,30575589,107676871.0,186714768.0,PG-13,True,English,USA,"Ed Boon (video games), John Tobias (video games), Kevin Droney",58.0,5.8,Paul W.S. Anderson,18,August,1995-08-18,"Christopher Lambert, Robin Shou, Linden Ashby, Cary-Hiroyuki Tagawa",Action,1 win & 2 nominations.,101 min,movie,"65,242",1995,20,70,122
1995,Outbreak,50000000,67823573.0,67823573.0,1995PASS,76438973,103687285.0,103687285.0,R,True,"English, Korean, French",USA,"Laurence Dworet, Robert Roy Pool",,6.5,Wolfgang Petersen,10,March,1995-03-10,"Dustin Hoffman, Rene Russo, Morgan Freeman, Kevin Spacey",Action,6 wins & 2 nominations.,127 min,movie,"74,986",1995,50,67,67
1995,Pocahontas,55000000,141579773.0,347100000.0,1995PASS,84082870,216444248.0,530639350.0,G,True,"English, Algonquin",USA,"Carl Binder, Susannah Grant, Philip LaZebnik, Tom Sito (story), Glen Keane (story), Joe Grant (story), Ralph Zondag (story), Burny Mattinson (story), Ed Gombert (story), Kaan Kalyon (story), Francis Glebas (story), Rob Gibbs (story), Bruce Morris (story), Todd Kurosawa (story), Duncan Marjoribanks (story), Chris Buck (story), Andrew Chapman (additional story development), Randy Cartwright (additional story development), Will Finn (additional story development), Broose Johnson (additional story development), T. Daniel Hofstedt (additional story development), David Pruiksma (additional story development), Nik Ranieri (additional story development), Vincent DeFrances (additional story development), Tom Mazzocco (additional story development), Don Dougherty (additional story development), Jorgen Klubien (additional story development), Mike Gabriel (based on an idea by)",58.0,6.5,"Mike Gabriel, Eric Goldberg",23,June,1995-06-23,"Irene Bedard, Judy Kuhn, Mel Gibson, David Ogden Stiers",Animation,Won 2 Oscars. Another 13 wins & 5 nominations.,81 min,movie,"75,675",1995,55,141,347
1995,Pride and Prejudice,28000000,38372662.0,120918508.0,1995PASS,42805825,58663337.0,184857731.0,,True,English,UK,,,9.2,,14,January,1996-01-14,"Jennifer Ehle, Colin Firth, Susannah Harker, Julia Sawalha",Romance,Won 1 Primetime Emmy. Another 7 wins & 12 nominations.,55 min,movie,"36,909",1996,28,38,120
1995,Sabrina,58000000,53458319.0,87100000.0,1995PASS,88669209,81725980.0,133156691.0,PG,True,"English, French",Germany,"Samuel A. Taylor (play), Billy Wilder (earlier screenplay), Samuel A. Taylor (earlier screenplay), Ernest Lehman (earlier screenplay), Barbara Benedek (screenplay), David Rayfiel (screenplay)",,6.2,Sydney Pollack,15,December,1995-12-15,"Harrison Ford, Julia Ormond, Greg Kinnear, Nancy Marchand",Comedy,Nominated for 2 Oscars. Another 1 win & 4 nominations.,127 min,movie,"24,806",1995,58,53,87
1995,Safe,33000000,17142080.0,41495213.0,1995PASS,50449722,26206460.0,63437029.0,R,True,English,UK,Todd Haynes,,7.1,Todd Haynes,30,June,1995-06-30,"Julianne Moore, Xander Berkeley, Dean Norris, Julie Burgess",Drama,4 wins & 6 nominations.,119 min,movie,"6,020",1995,33,17,41
1995,Se7en,30000000,100125643.0,328125643.0,1995FAIL,45863384,153070026.0,501631742.0,R,True,English,USA,Andrew Kevin Walker,65.0,8.7,David Fincher,22,September,1995-09-22,"Morgan Freeman, Andrew Kevin Walker, Daniel Zacapa, Brad Pitt",Crime,Nominated for 1 Oscar. Another 25 wins & 18 nominations.,127 min,movie,"6,84,731",1995,30,100,328
1995,Sense and Sensibility,16500000,42993774.0,134993774.0,1995PASS,25224861,65727998.0,206375709.0,PG,True,"English, French",USA,"Jane Austen (novel), Emma Thompson (screenplay)",84.0,7.7,Ang Lee,13,December,1995-12-13,"James Fleet, Tom Wilkinson, Harriet Walter, Kate Winslet",Drama,Won 1 Oscar. Another 31 wins & 29 nominations.,136 min,movie,"60,674",1995,16,42,134
1995,Showgirls,40000000,20350754.0,37750754.0,1995PASS,61151178,31111815.0,57712577.0,NC-17,True,English,France,Joe Eszterhas,16.0,4.4,Paul Verhoeven,22,September,1995-09-22,"Elizabeth Berkley, Kyle MacLachlan, Gina Gershon, Glenn Plummer",Drama,9 wins & 8 nominations.,128 min,movie,"41,609",1995,40,20,37
1995,Species,35000000,60054449.0,113354449.0,1995FAIL,53507281,91810008.0,173293953.0,R,True,English,USA,Dennis Feldman,,5.8,Roger Donaldson,7,July,1995-07-07,"Ben Kingsley, Michael Madsen, Alfred Molina, Forest Whitaker",Action,3 wins & 5 nominations.,108 min,movie,"49,983",1995,35,60,113
1995,Tank Girl,25000000,4064333.0,4064333.0,1995PASS,38219486,6213469.0,6213469.0,R,True,English,USA,"Alan Martin (comic strip), Jamie Hewlett (comic strip), Tedi Sarafian",,5.1,Rachel Talalay,31,March,1995-03-31,"Lori Petty, Ice-T, Naomi Watts, Don Harvey",Action,,104 min,movie,"20,217",1995,25,4,4
1995,The American President,62000000,60022813.0,107822813.0,1995PASS,94784326,91761643.0,164837302.0,PG-13,True,"English, French",USA,Aaron Sorkin,67.0,6.8,Rob Reiner,17,November,1995-11-17,"Michael Douglas, Annette Bening, Martin Sheen, Michael J. Fox",Comedy,Nominated for 1 Oscar. Another 1 win & 8 nominations.,114 min,movie,"37,489",1995,62,60,107
1995,The Bridges of Madison County,22000000,71516617.0,175516617.0,1995PASS,33633148,109333135.0,268326198.0,PG-13,True,English,USA,"Richard LaGravenese (screenplay), Robert James Waller (novel)",66.0,7.5,Clint Eastwood,2,June,1995-06-02,"Clint Eastwood, Meryl Streep, Annie Corley, Victor Slezak",Drama,Nominated for 1 Oscar. Another 7 wins & 10 nominations.,135 min,movie,"43,393",1995,22,71,175
